StateAb,DivisionNm,CandidateNm,PartyNm,BallotPosition
NSW,Grayndler,"KILHAM, Sarina",Independent,5
NSW,Grayndler,"HENSELIN, Paul",Pauline Hanson's One Nation,6
NSW,Grayndler,"DELLO-IACOVO, Michael Armando",Animal Justice Party,7
NSW,Grayndler,"JACOBS, Rachael",The Greens,8
NSW,Greenway,"REX, Mark Andrew",United Australia Party,1
NSW,Greenway,"ROWLAND, Michelle",Labor,2
NSW,Greenway,"KACHWALLA, Adam",Liberal Democrats,3
NSW,Greenway,"BOSI, Riccardo Umberto Guerrino",Independent,4
NSW,Greenway,"NANDA, Love Preet Singh",Independent,5
NSW,Greenway,"TURNER, Rick",Pauline Hanson's One Nation,6
NSW,Greenway,"PATHI, Pradeep",Liberal,7
NSW,Greenway,"ATKINS, Damien",The Greens,8
NSW,Hughes,"WARE, Jenny",Liberal,1
NSW,Hughes,"THOMPSON, Pete",The Greens,2
NSW,Hughes,"STEELE, Georgia",Independent,3
NSW,Hughes,"KELLY, Craig",United Australia Party,4
NSW,Hughes,"SEYMOUR, Narelle",Pauline Hanson's One Nation,5
NSW,Hughes,"SEYMOUR, Linda",Independent,6
NSW,Hughes,"CAMPBELL, Riley",Labor,7
NSW,Hume,"BAINES, Greg",Labor,1
NSW,Hume,"DOLLIN, Garry Trevor",United Australia Party,2
NSW,Hume,"THOMPSON, Rebecca",Pauline Hanson's One Nation,3
NSW,Hume,"MENERIPITIYAGE DONA, Sheneli",Independent,4
NSW,Hume,"SELLER, Ross Edward","Shooters, Fishers and Farmers Party",5
NSW,Hume,"STEWART, Karen",The Greens,6
NSW,Hume,"TAYLOR, Angus",Liberal,7
NSW,Hume,"DE LIMA, Joaquim Eduardo",Liberal Democrats,8
NSW,Hume,"ACKERY, Penny",Independent,9
NSW,Hunter,"MURRAY, Janet",The Greens,1
NSW,Hunter,"REPACHOLI, Dan",Labor,2
NSW,Hunter,"DAVIES, Victoria",Animal Justice Party,3
NSW,Hunter,"BONDS, Stuart",Independent,4
NSW,Hunter,"TOWNSEND, Cathy",Informed Medical Options Party,5
NSW,Hunter,"PASSFIELD, Geoff",United Australia Party,6
NSW,Hunter,"THOMSON, James",The Nationals,7
NSW,Hunter,"McNAMARA, Dale",Pauline Hanson's One Nation,8
NSW,Hunter,"LARUFFA, Scott Fulvio",Independent,9
NSW,Kingsford Smith,"DAVIS, Stuart",The Greens,1
NSW,Kingsford Smith,"MARR, Darrin",Pauline Hanson's One Nation,2
NSW,Kingsford Smith,"TAWAF, Anthony",United Australia Party,3
NSW,Kingsford Smith,"TAN, Grace",Liberal,4
NSW,Kingsford Smith,"THISTLETHWAITE, Matt",Labor,5
NSW,Lindsay,"ROSS, Trevor",Labor,1
NSW,Lindsay,"MORSSINK, Pieter",The Greens,2
NSW,Lindsay,"JAGO, Max",Pauline Hanson's One Nation,3
NSW,Lindsay,"O'CONNOR, Joseph",United Australia Party,4
NSW,Lindsay,"McINTOSH, Melissa",Liberal,5
NSW,Lindsay,"McCLURE, Gareth",Liberal Democrats,6
NSW,Lindsay,"RAY, Rebekah",Informed Medical Options Party,7
NSW,Lyne,"PEARCE, Joanne",Independent,1
NSW,Lyne,"PUTLAND, Joel",United Australia Party,2
NSW,Lyne,"GILLESPIE, David",The Nationals,3
NSW,Lyne,"SIMPSON, Alex",Labor,4
NSW,Lyne,"ATTKINS, Steve",Independent,5
NSW,Lyne,"HORNSHAW, Mark",Liberal Democrats,6
NSW,Lyne,"CASHMAN, Josephine",Pauline Hanson's One Nation,7
NSW,Lyne,"ATTENBOROUGH, Karl",The Greens,8
NSW,Macarthur,"RIVERA, Jayden",The Greens,1
NSW,Macarthur,"PAUDEL, Binod",Liberal,2
NSW,Macarthur,"FREELANDER, Mike",Labor,3
NSW,Macarthur,"SICARI, Rosa Antonia",United Australia Party,4
NSW,Macarthur,"KORMAN, Scott",Liberal Democrats,5
NSW,Macarthur,"ZAHRA, Adam",Pauline Hanson's One Nation,6
NSW,Mackellar,"STEELE, Barry",TNL,1
NSW,Mackellar,"DICKSON, Darren",Pauline Hanson's One Nation,2
NSW,Mackellar,"SCAMPS, Sophie",Independent,3
NSW,Mackellar,"GOODMAN, Paula",Labor,4
NSW,Mackellar,"FALINSKI, Jason",Liberal,5
NSW,Mackellar,"BALL, Christopher Thomas",United Australia Party,6
NSW,Mackellar,"HRNJAK, Ethan",The Greens,7
NSW,Macquarie,"PETTITT, Tony",Pauline Hanson's One Nation,1
NSW,Macquarie,"TEMPLEMAN, Susan",Labor,2
NSW,Macquarie,"EVANS, Nicole",United Australia Party,3
NSW,Macquarie,"JACKSON, James",Liberal Democrats,4
NSW,Macquarie,"KEIGHTLEY, Greg",Animal Justice Party,5
NSW,Macquarie,"HICKEY, Tony",The Greens,6
NSW,Macquarie,"PALMER, Michelle",Informed Medical Options Party,7
NSW,Macquarie,"RICHARDS, Sarah",Liberal,8
NSW,McMahon,"BOWEN, Chris",Labor,1
NSW,McMahon,"SALIBA, Marie",United Australia Party,2
NSW,McMahon,"FORD, Scott",Pauline Hanson's One Nation,3
NSW,McMahon,"SINGHA, Vivek",Liberal,4
NSW,McMahon,"O'NEILL, Astrid",The Greens,5
NSW,McMahon,"SHAMSABAD, Cameron",Liberal Democrats,6
NSW,Mitchell,"MEAD, Clinton",Liberal Democrats,1
NSW,Mitchell,"DANIEL, Linda",United Australia Party,2
NSW,Mitchell,"COX, Matt",The Greens,3
NSW,Mitchell,"SELVARAJ, Immanuel",Labor,4
NSW,Mitchell,"McKENZIE, Donald",Pauline Hanson's One Nation,5
NSW,Mitchell,"HAWKE, Alex",Liberal,6
NSW,New England,"SAMIOS, Pavlo",Liberal Democrats,1
NSW,New England,"DUNCAN, Cindy Anne",United Australia Party,2
NSW,New England,"LEDGER, Natasha",Independent,3
NSW,New England,"JOYCE, Barnaby",The Nationals,4
NSW,New England,"SHARPHAM, Matt",Independent,5
NSW,New England,"THOMAS, Richard",Pauline Hanson's One Nation,6
NSW,New England,"SPARKS, Carol",The Greens,7
NSW,New England,"HUGHES, Laura",Labor,8
NSW,Newcastle,"PYWELL, Garth",Australian Federation Party,1
NSW,Newcastle,"McCABE, Charlotte",The Greens,2
NSW,Newcastle,"COOK, Amanda",United Australia Party,3
NSW,Newcastle,"CLAYDON, Sharon",Labor,4
NSW,Newcastle,"HUSSEY, William",Informed Medical Options Party,5
NSW,Newcastle,"WARK, Katrina",Liberal,6
NSW,Newcastle,"WATSON, Mark James",Pauline Hanson's One Nation,7
NSW,Newcastle,"BROLLO, Emily",Animal Justice Party,8
NSW,North Sydney,"BOURKE, William",Sustainable Australia Party - Stop Overdevelopment / Corruption,1
NSW,North Sydney,"NALBANDIAN, Robert",United Australia Party,2
NSW,North Sydney,"ARMSTRONG, Heather",The Greens,3
NSW,North Sydney,"KLINE, Victor",TNL,4
NSW,North Sydney,"KINNEY, Lesley",Informed Medical Options Party,5
NSW,North Sydney,"TINKLER, Dajen",Liberal Democrats,6
NSW,North Sydney,"ZIMMERMAN, Trent",Liberal,7
NSW,North Sydney,"TINK, Kylea Jane",Independent,8
NSW,North Sydney,"WALLS, Michael",Pauline Hanson's One Nation,9
NSW,North Sydney,"RENSHAW, Catherine",Labor,10
NSW,Page,"SEARLES, Thomas",Liberal Democrats,1
NSW,Page,"PIKE, Donna",Pauline Hanson's One Nation,2
NSW,Page,"MILLER, Kashmir",The Greens,3
NSW,Page,"SMITH, Heather Mary",Australian Federation Party,4
NSW,Page,"DEEGAN, Patrick",Labor,5
NSW,Page,"DUROUX, Brett Rodney",Indigenous - Aboriginal Party of Australia,6
NSW,Page,"WILLIAMSON, Ian",United Australia Party,7
NSW,Page,"HOGAN, Kevin",The Nationals,8
NSW,Page,"LUKE, Hanabeth",Independent,9
NSW,Page,"KILLINGBECK, Serge",TNL,10
NSW,Parkes,"HARDMAN, Derek",Indigenous - Aboriginal Party of Australia,1
NSW,Parkes,"ROTHWELL, Peter",Liberal Democrats,2
NSW,Parkes,"SWINBOURN, Deborah",Pauline Hanson's One Nation,3
NSW,Parkes,"COULTON, Mark",The Nationals,4
NSW,Parkes,"VAN DER STEEN, Petrus",United Australia Party,5
NSW,Parkes,"HOWE, Stuart",Independent,6
NSW,Parkes,"AYOUB, Jack",Labor,7
NSW,Parkes,"FRAIL, Trish",The Greens,8
NSW,Parkes,"FOX, Benjamin",Informed Medical Options Party,9
NSW,Parramatta,"LAXMANALAL, Rohan",Animal Justice Party,1
NSW,Parramatta,"KOVACIC, Maria",Liberal,2
NSW,Parramatta,"FREEMAN, Heather",Pauline Hanson's One Nation,3
NSW,Parramatta,"TAZEWELL, Liza",Liberal Democrats,4
NSW,Parramatta,"FAYAD, Julian",United Australia Party,5
NSW,Parramatta,"BRADLEY, Phil",The Greens,6
NSW,Parramatta,"CHARLTON, Andrew",Labor,7
NSW,Parramatta,"CHRISTOU, Steve",Independent,8
NSW,Paterson,"TURNER, Neil",Pauline Hanson's One Nation,1
NSW,Paterson,"VITNELL, Brooke",Liberal,2
NSW,Paterson,"SWANSON, Meryl",Labor,3
NSW,Paterson,"KETAS, Angela",Informed Medical Options Party,4
NSW,Paterson,"IHLEIN, Louise",The Greens,5
NSW,Paterson,"BAILEY, Sonia",Liberal Democrats,6
NSW,Paterson,"OLBOURNE, Jason Mark",United Australia Party,7
NSW,Reid,"SITOU, Sally",Labor,1
NSW,Reid,"KHALILI-NAGHADEH, Sahar","FUSION: Science, Pirate, Secular, Climate Emergency",2
NSW,Reid,"WALTERS, Edward",Pauline Hanson's One Nation,3
NSW,Reid,"BAINI, Natalie",Independent,4
NSW,Reid,"CAMERON, Andrew",Liberal Democrats,5
NSW,Reid,"MARTIN, Fiona",Liberal,6
NSW,Reid,"DAOUD, Jamal",United Australia Party,7
NSW,Reid,"JAGO, Charles",The Greens,8
NSW,Richmond,"SHARPLES, Terry Patrick",Independent,1
NSW,Richmond,"JONES, Nathan",Independent,2
NSW,Richmond,"SHEPHERD, Monica",Informed Medical Options Party,3
NSW,Richmond,"WARTH, David",Independent,4
NSW,Richmond,"BIGGS, Gary",Liberal Democrats,5
NSW,Richmond,"ELLIOT, Justine",Labor,6
NSW,Richmond,"HONE, Kimberly",The Nationals,7
NSW,Richmond,"BELL-HENSELIN, Tracey",Pauline Hanson's One Nation,8
NSW,Richmond,"NOLAN, Mandy",The Greens,9
NSW,Richmond,"MARKS, Robert James",United Australia Party,10
NSW,Riverina,"ORCHARD, Richard",Pauline Hanson's One Nation,1
NSW,Riverina,"JEFFRESON, Mark",Labor,2
NSW,Riverina,"MARTELOZZO, Daniel",United Australia Party,3
NSW,Riverina,"KARAITIANA, Steve","Shooters, Fishers and Farmers Party",4
NSW,Riverina,"McCORMACK, Michael",The Nationals,5
NSW,Riverina,"CIAVARELLA, Darren",Independent,6
NSW,Riverina,"McCRAE, Dean",Liberal Democrats,7
NSW,Riverina,"ORGAN, Michael",The Greens,8
NSW,Robertson,"MURPHY, Patrick",Animal Justice Party,1
NSW,Robertson,"REID, Gordon",Labor,2
NSW,Robertson,"BORTHWICK, Paul",Citizens Party,3
NSW,Robertson,"WICKS, Lucy",Liberal,4
NSW,Robertson,"MURRAY, Barbara-Jane",United Australia Party,5
NSW,Robertson,"LOGAN, Bentley",Liberal Democrats,6
NSW,Robertson,"LAWSON, Jeffrey Wayne",Indigenous - Aboriginal Party of Australia,7
NSW,Robertson,"O'GRADY, Billy",Pauline Hanson's One Nation,8
NSW,Robertson,"MASON, Kate",Informed Medical Options Party,9
NSW,Robertson,"HAFNER, Alexandra",Australian Federation Party,10
NSW,Robertson,"McGRATH, Shelly",The Greens,11
NSW,Shortland,"ROBERTS, Bree Suzanne",Animal Justice Party,1
NSW,Shortland,"PAYNTER, Basil",Independent,2
NSW,Shortland,"REED, Barry",Liberal Democrats,3
NSW,Shortland,"McGILL, Nell",Liberal,4
NSW,Shortland,"CONROY, Pat",Labor,5
NSW,Shortland,"MAXWELL, Kenneth John",United Australia Party,6
NSW,Shortland,"GRIERSON, Kim",The Greens,7
NSW,Shortland,"KING, Quintin",Pauline Hanson's One Nation,8
NSW,Sydney,"CHUTER, Andrew",Socialist Alliance,1
NSW,Sydney,"PLIBERSEK, Tanya",Labor,2
NSW,Sydney,"FERGUSON, Ben",Pauline Hanson's One Nation,3
NSW,Sydney,"SAHAI, Chetan",The Greens,4
NSW,Sydney,"ZHOU, Wen",Citizens Party,5
NSW,Sydney,"McALISTER, Ryan",United Australia Party,6
NSW,Sydney,"ANDRUSKA, Alexander",Liberal,7
NSW,Warringah,"TRIPP, Steven",Pauline Hanson's One Nation,1
NSW,Warringah,"STEGGALL, Zali",Independent,2
NSW,Warringah,"ROBERTSON, Andrew Colin",United Australia Party,3
NSW,Warringah,"GLANVILLE, Kristyn",The Greens,4
NSW,Warringah,"DEVES, Katherine",Liberal,5
NSW,Warringah,"MICKLEBURGH, David",Labor,6
NSW,Warringah,"PATERSON, Kate",Animal Justice Party,7
NSW,Watson,"AKTER, Sazeda",Liberal,1
NSW,Watson,"KOUKOULIS, John",United Australia Party,2
NSW,Watson,"BURKE, Tony",Labor,3
NSW,Watson,"JORGENSEN, Alan",Pauline Hanson's One Nation,4
NSW,Watson,"SCHOTT, Bradley",The Greens,5
NSW,Wentworth,"MURRAY, Tim",Labor,1
NSW,Wentworth,"FISHER, Dean",Pauline Hanson's One Nation,2
NSW,Wentworth,"KANAK, Dominic WY",The Greens,3
NSW,Wentworth,"DUMER, Natalie",United Australia Party,4
NSW,Wentworth,"SPENDER, Allegra",Independent,5
NSW,Wentworth,"LEWKOVITZ, Daniel",Liberal Democrats,6
NSW,Wentworth,"SHARMA, Dave",Liberal,7
NSW,Werriwa,"TEY, Victor",Liberal Democrats,1
NSW,Werriwa,"NIKOLIC, Tony Mark",United Australia Party,2
NSW,Werriwa,"STANLEY, Anne Maree",Labor,3
NSW,Werriwa,"SHUKLA, Apurva",The Greens,4
NSW,Werriwa,"KAYAL, Sam",Liberal,5
NSW,Werriwa,"BOOKE, Adam Paul",Pauline Hanson's One Nation,6
NSW,Whitlam,"JONES, Stephen",Labor,1
NSW,Whitlam,"WHEELER, Michael",Liberal Democrats,2
NSW,Whitlam,"HUGHES, Colin",Pauline Hanson's One Nation,3
NSW,Whitlam,"CAINS, Mike",Liberal,4
NSW,Whitlam,"WODE, Allan",United Australia Party,5
NSW,Whitlam,"DIXON, Jamie",The Greens,6
NT,Lingiari,"RYAN, Damien",NT CLP,1
NT,Lingiari,"McFARLAND, Blair",The Greens,2
NT,Lingiari,"LEE, Thong Sum",Citizens Party,3
NT,Lingiari,"MCLEOD, Allan",United Australia Party,4
NT,Lingiari,"SCRYMGOUR, Marion",A.L.P.,5
NT,Lingiari,"GRAVENER, Michael Setford",Independent,6
NT,Lingiari,"ADAMSON AGARS, Imelda",Independent,7
NT,Lingiari,"GALLARD, Tim",Pauline Hanson's One Nation,8
NT,Lingiari,"KASPAREK, George",Liberal Democrats,9
NT,Solomon,"BONANNI, Kylie",Liberal Democrats,1
NT,Solomon,"GOODRICH CARTTLING, Aiya",The Greens,2
NT,Solomon,"GOSLING, Luke",A.L.P.,3
NT,Solomon,"MACFARLANE, Tina",NT CLP,4
NT,Solomon,"LOHSE, Emily",Pauline Hanson's One Nation,5
NT,Solomon,"SELFE, Tayla Elise",United Australia Party,6
QLD,Blair,"MUTTON, Danielle",Queensland Greens,1
QLD,Blair,"JAQUES, Michelle",Liberal Democrats,2
QLD,Blair,"CUNNINGHAM, Quinton Stewart",United Australia Party,3
QLD,Blair,"SUDUK, Liz",Pauline Hanson's One Nation,4
QLD,Blair,"NEUMANN, Shayne",Australian Labor Party,5
QLD,Blair,"PITMAN, Maria",Australian Values Party,6
QLD,Blair,"LOWERY, Angela",Animal Justice Party,7
QLD,Blair,"BIGGINS, Sam",Liberal National Party of Queensland,8
QLD,Bonner,"VASTA, Ross",Liberal National Party of Queensland,1
QLD,Bonner,"NEIL, Amanda",Pauline Hanson's One Nation,2
QLD,Bonner,"DIKLICH, Serge",United Australia Party,3
QLD,Bonner,"YOUNG, Tabatha",Australian Labor Party,4
QLD,Bonner,"LAKEY, Bernard",Queensland Greens,5
QLD,Bowman,"TODD, Walter",Pauline Hanson's One Nation,1
QLD,Bowman,"STEVENS, Mary-Jane",United Australia Party,2
QLD,Bowman,"MAZLIN, Ian",Queensland Greens,3
QLD,Bowman,"PIKE, Henry",Liberal National Party of Queensland,4
QLD,Bowman,"JOHNSON, Phil",TNL,5
QLD,Bowman,"DUFF, Donisha",Australian Labor Party,6
QLD,Brisbane,"KENNEDY, Tiana",Animal Justice Party,1
QLD,Brisbane,"KNUDSON, Justin Marc",United Australia Party,2
QLD,Brisbane,"BATES, Stephen",Queensland Greens,3
QLD,Brisbane,"JARRETT, Madonna",Australian Labor Party,4
QLD,Brisbane,"EVANS, Trevor",Liberal National Party of Queensland,5
QLD,Brisbane,"HOLD, Trevor",Pauline Hanson's One Nation,6
QLD,Brisbane,"BULL, Anthony",Liberal Democrats,7
QLD,Capricornia,"STANTON, Kylee",Pauline Hanson's One Nation,1
QLD,Capricornia,"GANFIELD, Paula",Informed Medical Options Party,2
QLD,Capricornia,"JONES, Mick",Queensland Greens,3
QLD,Capricornia,"ROBERTSON, Russell",Australian Labor Party,4
QLD,Capricornia,"MURPHY, Steve",Liberal Democrats,5
QLD,Capricornia,"MURRAY, Ken",Independent,6
QLD,Capricornia,"HARDING, Nathan Luke",United Australia Party,7
QLD,Capricornia,"LANDRY, Michelle",Liberal National Party of Queensland,8
QLD,Capricornia,"WHITTY, Zteven",The Great Australian Party,9
QLD,Dawson,"WILLCOX, Andrew",Liberal National Party of Queensland,1
QLD,Dawson,"HALL, Julie",Pauline Hanson's One Nation,2
QLD,Dawson,"HAMILTON, Shane",Australian Labor Party,3
QLD,Dawson,"JACKSON, Jim",The Great Australian Party,4
QLD,Dawson,"YOUNG, Christian Nigel",United Australia Party,5
QLD,Dawson,"PATERSON, Ciaron",Katter's Australian Party (KAP),6
QLD,Dawson,"CREEN, Paula",Queensland Greens,7
QLD,Dickson,"BUCHBACH, Alan",Independent,1
QLD,Dickson,"RUSSELL, Lloyd",Liberal Democrats,2
QLD,Dickson,"DUTTON, Peter",Liberal National Party of Queensland,3
QLD,Dickson,"PROHASKA, Thor",Independent,4
QLD,Dickson,"GIBSON, Tamera",Pauline Hanson's One Nation,5
QLD,Dickson,"WARD, Alina Karen",United Australia Party,6
QLD,Dickson,"FRANCE, Ali",Australian Labor Party,7
QLD,Dickson,"BATTEN, Vinnie",Queensland Greens,8
QLD,Fadden,"BROOKER, Stewart Gordon",Independent,1
QLD,Fadden,"DEL FABBRO, Letitia",Australian Labor Party,2
QLD,Fadden,"O'BRIEN, Nathan Grant",United Australia Party,3
QLD,Fadden,"ROACH, Sandy",Pauline Hanson's One Nation,4
QLD,Fadden,"ROBERT, Stuart",Liberal National Party of Queensland,5
QLD,Fadden,"SPAIN, Sally",Queensland Greens,6
QLD,Fadden,"FORBES, Alex",Liberal Democrats,7
QLD,Fairfax,"O'BRIEN, Ted",Liberal National Party of Queensland,1
QLD,Fairfax,"HAZELTON, Wendy",Informed Medical Options Party,2
QLD,Fairfax,"POOLE, Tash",Animal Justice Party,3
QLD,Fairfax,"SMITH, Barry",Independent,4
